processo,contratante,contratado,objeto,vigencia,valor_total,data_assinatura
23034.031215/2023-85,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,30.308.862/0001-47 - RETICENCIAS PRODUCOES LITERARIAS E EDITORIAIS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 565.804,35",10/12/2025
23034.025054/2023-91,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,41.769.575/0001-50 - ABACATEIRO EDICOES LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 494.533,19",10/12/2025
23034.031307/2023-65,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,40.796.154/0001-56 - ARTHUR SILVEIRA EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 266.372,86",10/12/2025
23034.027717/2023-10,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.048.166/0001-90 - EDITORA ALTEA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 633.957,13",10/12/2025
23034.031211/2023-05,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.398.654/0001-28 - QUITERIA EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 445.847,23",10/12/2025
23034.031193/2023-53,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,41.636.629/0001-00 - OPALA EDITORA E LIVRARIA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 683.793,53",10/12/2025
23034.026195/2023-21,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,13.365.582/0001-51 - CAMERON EDITORA E GRAFICA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 637.638,58",10/12/2025
23034.031513/2023-75,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,40.384.698/0001-00 - N2I EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 235.340,40",10/12/2025
23034.025325/2023-16,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,31.728.662/0001-06 - ACORDE PRODUCOES MUSICAIS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 192.679,58",10/12/2025
23034.031097/2023-13,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,06.982.873/0001-23 - EUREKA - SOLUCOES PEDAGOGICAS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 441.586,90",10/12/2025
23034.030086/2023-16,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,08.623.841/0001-67 - RICHMOND EDUCACAO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 785.129,31",10/12/2025
23034.031208/2023-83,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,87.932.463/0001-70 - PUBLIBOOK - LIVROS E PAPEIS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 866.296,30",10/12/2025
23034.031537/2023-24,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,50.268.838/0001-39 - SARAIVA EDUCACAO S.A,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 302.354,52",10/12/2025
23034.031567/2023-31,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,20.113.474/0001-57 - TRIOLET EDITORIAL & PUBLICACOES LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 233.129,32",10/12/2025
23034.025329/2023-96,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,01.600.127/0001-04 - AGAPE - PRODUCOES DIDATICAS E LITERARIAS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 1.299.624,89",10/12/2025
23034.025158/2023-03,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,31.484.974/0001-11 - AMARE EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 597.581,63",10/12/2025
23034.026162/2023-81,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,16.509.262/0001-16 - OVERVIEW GRAFICA E EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 488.785,63",10/12/2025
23034.027062/2023-71,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,33.461.751/0001-64 - D. PADILHA ESTUDIO EDITORIAL,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 454.791,01",10/12/2025
23034.031515/2023-64,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,40.086.974/0001-54 - NISABA EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 220.134,81",10/12/2025
23034.031227/2023-18,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,16.780.799/0001-16 - SDS EDITORA DE LIVROS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 564.406,41",10/12/2025
23034.037243/2023-14,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,35.417.262/0001-30 - EDITORA WISDOM LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 451.295,77",10/12/2025
23034.026168/2023-58,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.885.564/0001-61 - EDITORA SPARK LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 513.697,94",10/12/2025
23034.031100/2023-91,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,02.632.558/0001-15 - FBF CULTURAL LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 491.619,52",10/12/2025
23034.031382/2023-26,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,44.221.842/0001-49 - EDITORA DOIS VERSOS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 255.112,36",10/12/2025
23034.026116/2023-81,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,48.764.955/0001-41 - CASA DE LETRAS EDITORA E GRAFICA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 518.160,19",10/12/2025
23034.031254/2023-82,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,23.967.256/0001-78 - TRIOLECA CASA EDITORIAL LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 951.923,96",10/12/2025
23034.025795/2023-71,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,01.297.467/0001-08 - CALIGRAMA EDITORIAL LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 481.128,93",10/12/2025
23034.031186/2023-51,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,02.616.124/0001-21 - NEWTEC EDITORES LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 708.572,92",10/12/2025
